"distribution: [0,0,0,1,1,1,2,2,3,3,2,2]"
"words: 50"
"errors: 2144"
"haskell demerits lower: 2144"
"seeds: "
"Haskell lower 6009205448225366152, 1021635173161217263"
"Equal 7624826792424332440, -7522037590473849706"
"Haskell lower 4573490167102198814, 1566936081562055125"
"Haskell lower -8183361588305399844, -399606900526169483"
"Haskell lower -2068610643223671030, 1632311181312371951"
"Equal 1004270215019164598, -2090947588319372246"
"Equal -3715356358852457801, -3731438950228647399"
"Equal 8310248548436954747, -2293989681249818803"
"Equal 2329993773530295260, 3727953096407729183"
"Equal 5342349651344681643, 317508260010759653"
"Haskell lower 5818255359656758898, 6757690047246977467"
"Equal -5826964860206577372, -8016075353365626333"
"Equal 7846875801247252978, 3562653934541763561"
"Equal 3307548050854128126, 8007576765930625120"
"Equal 2735984318218465031, -2751576769084740656"
"Equal 7160706243269583043, 1733302772146309100"
"Equal 5330686179670101705, -2198868520424514455"
"Equal -9147741925822059548, 4958006801799084473"
"Equal -7781791548259523949, -873682723906652211"
"Haskell lower -2368357694500600635, -139378462196480297"
"Equal 7910492727797145772, -5895358681040739980"
"Equal -227560731830989091, 5896432988365164984"
"Haskell lower -8648808723197790074, -3682073334706359037"
"Equal -8744429815708226301, -7245020891230781932"
"Equal -2732222618986904075, 4952099462840762998"
"Haskell lower 6368665979509635620, -2541935421425002029"
"Equal 5685131689497022122, 124945536205982784"
"Equal -4725694599347990580, -5659891904256485266"
"Equal -8769663044763813191, 4456417547083315741"
"Equal -4376808993235057961, 5553330774132039552"
"Equal -7502651881486178653, -1132494515434584727"
"Equal 2151748211206744651, -7600119755170492701"
"Haskell lower -3926969286080550367, 8328548840945029439"
"Equal 2426143670269885530, -2636370018034959857"
"Equal 8460350751174941693, -845250896456579450"
"Equal 1644857644427451741, 1272603187183969686"
"Haskell lower 7398077143605134835, -3478160941816846675"
"Equal 2446885250865580693, -958093007644633597"
"Haskell lower -4405198194549116426, -623633861798277854"
"Haskell lower -778596962803440831, -7909340113846941381"
"Haskell lower 9012067931952216558, -521929413960036202"
"Haskell lower -6486926693458728145, -6983193497546957713"
"Equal 3097317119758265383, -3994791115479737035"
"Equal 8136979688241883199, 1450216649306123672"
"Haskell lower 5820585862678729403, 2684950908498858262"
"Haskell lower -5458002538789017971, 1158052066341537596"
"Equal 1411779182395801938, 6050532440342137560"
"Equal -9087477551327163523, -4569039520686963309"
"Equal -6745913220460561913, 6743951898973901840"
"Equal -8126337860271735392, 5746978063826379583"
"Equal 1186267293540478591, -2496326401189304352"
"Equal 3439420027247570368, -6281589398415960264"
"Equal -7047166703683192636, -117017061752038859"
"Equal -8229209512591847706, -8143724551534018444"
"Equal 561664120278826197, -5973011639664392575"
"Equal -2859714013104934659, -7432343310087784095"
"Equal 6726920930261956724, -1163252573911157851"
"Equal -567711110233596456, -8516146370597285887"
"Haskell lower 2603997159395558930, 4848659711697301258"
"Haskell lower 4038858841250094602, 3457843380299481890"
"Equal -5571672485042017992, 4527493956928426982"
"Haskell lower -1243216949965691193, 8707319817340403205"
"Equal -4397669536109062186, -4729201310551506771"
"Haskell lower -4597259854930932344, 2858674060295706707"
"Equal 2544045245911132975, 5928862064459209983"
"Equal -3412330738646223879, 5900335660521176436"
"Equal 6933893547634530756, -8908456899696452889"
"Equal -8508969741747420331, 3042705180767218340"
"Equal 1922318219940265744, 1728173903022912051"
"Equal -7775355596559163425, 7259232584444266660"
"Equal -7221916515000423588, -2976808170894360245"
"Equal 2231901588930251786, -2787842138916459250"
"Haskell lower 3670666543450728748, -7001544972352570469"
"Equal 5851176028761810414, 7454277869213382291"
"Haskell lower -1577918224454530460, -4615544300093242081"
"Equal -6114818980285828093, -7843051436808303712"
"Equal 2374258117416015995, -4856809940085333181"
"Equal 2057002755998631454, 381361861138028375"
"Equal -4569616917496521947, -6310192265008637411"
"Equal 6907654159492903857, 7067055789912858655"
"Equal 853486390414731922, 9219547746841414380"
"Equal -5333976279083693940, 5924053405410697210"
"Equal -7229438087324681499, -577904152647727385"
"Haskell lower -1624433142491553497, 3769402741951109083"
"Equal 4961140584585534530, -5886860839034847241"
"Haskell lower -7697168945207378137, 8877817655150628057"
"Haskell lower -2644170495438184734, -3017651643048984699"
"Haskell lower 9039101228993753809, -3096664011308731465"
"Haskell lower 5473500465657633199, 5984785194743567534"
"Equal -1615902374401589619, -3783126348379359242"
"Haskell lower -4732854427675554280, 4666431660598894631"
"Equal -1782299875574833414, -5572999111331797939"
"Equal -249875404184864485, 25752948213766844"
"Equal 5075847250687474200, -3628928059585065976"
"Equal -5589621813438021432, 6145260419580020681"
"Equal 9109244045248343601, -2989090713761964796"
"Equal -1383152335522529370, -8830310043954864376"
"Equal 6464794234292753157, -8059937740780491616"
"Equal 735331062202874731, -7318388157571789315"
"Haskell lower 4939489647506768877, -5259249054479271202"
"Equal -6789848861352401284, -2581115630953003098"
"Haskell lower 6145286899900967282, 652362162762833084"
"Equal 8945835302074489999, -8405947913568859486"
"Equal -3530046575655165187, -4622031922562564836"
"Equal 8722675077982854553, -5634694068829362922"
"Haskell lower -147993186364152577, 4423173634658359116"
"Equal -5562061294648688177, -6533405464774616838"
"Haskell lower -6169859019541422958, 8312717390955679377"
"Equal -6068716888860984646, -2279910458530366273"
"Equal -5863473362373405267, 4025487167496233618"
"Equal 1443715224102573061, 2077874875163272980"
"Equal 7466435379996702464, 6952015923656112377"
"Haskell lower 9143625328846586303, 4518895865782881836"
"Equal 2771109891762382764, -6192032329990593195"
"Equal -6203989082163430147, 827895038182542403"
"Haskell lower -8206147651411161034, -7267793323267000216"
"Equal 3097645958459328898, -5433759101031949182"
"Equal -8695372505586127533, 52846109909452115"
"Haskell lower -355178002347056065, 3055317868195539410"
"Equal 3438387643278946350, -941595766623443417"
"Equal 7105383401908208120, 4043798043759091287"
"Equal 2644515994418705260, 4491080889947001402"
"Equal 7815465379447601456, -1552427626430497018"
"Haskell lower -1157589120412978953, -9017580948788373836"
"Equal 5919415807913349679, 4599401365152802463"
"Haskell lower -8944219671787093513, 6702901193659394361"
"Equal 2079048468956347135, 7077787483241530589"
"Equal 6099474760692706200, 7661649484177812251"
"Equal -9214967612668760315, -5023379321500660588"
"Equal 4189260739091540909, 1462589832676881620"
"Equal -5009615146295476732, 8316733397754407714"
"Haskell lower 4565409493787138233, 3916464295368962543"
"Equal 4233665726887664040, -6075543204078503688"
"Equal -6910742969531612342, 5388155094398752478"
"Haskell lower 1997021641211504902, 2665735594429609836"
"Equal 3636999636585716184, -1677078978640887137"
"Equal -7933758971753804173, 2635778701255261890"
"Equal 2323250709858505295, 1949687464164196582"
"Equal 6117861782765494899, -5734382886847598803"
"Equal -6930715154269086296, -8534514032416387882"
"Equal -8220339341495412668, -8556118151610074643"
"Haskell lower 7046951849349729547, -8265715698576027778"
"Haskell lower -7231470572088339799, 1886192203003785377"
"Equal -4244682781322528677, -4692282099663551699"
"Haskell lower -4288591409657304982, 2526809337579067118"
"Equal 3188537256342638633, -5782991379708674133"
"Equal -6790336186607332955, -6363232422979942453"
"Equal -1889335215902114034, -2815316512721853605"
"Equal 6419633814631582969, 382569714659947305"
"Equal -9092796155088812345, -203836623674998811"
"Equal 421119549437669055, 3629645254769240862"
"Equal -5118226718837890169, -589268216215385298"
"Equal 8455404366872811992, -6951745908288290533"
"Equal -4176150398190177352, 3584500213919091"
"Equal 7875448136289477805, 2418403392070540174"
"Equal 9045310989016942417, -6024102146100848121"
"Equal -6212994992804304051, -866491122790301002"
"Equal -2659390211512287321, -7461623482742182291"
"Equal 616295365672511806, -7829083005778734506"
"Equal 7199989740683274497, 144632695421165496"
"Equal 7766440548638411437, -6775021739004917435"
"Equal -3124209536502682548, -1130516619106021625"
"Equal 6536860602533160710, -5732038882291736163"
"Equal -7642844875692545476, 2583376472074451959"
"Haskell lower -3427954347397835688, 8156884320283115499"
"Haskell lower -1575958053769530084, 1226677036780922019"
"Equal 1226185257859782980, 4735839326695491232"
"Haskell lower 3262665110997669572, -7133721930372054547"
"Equal -5305815256045150867, 3556695785675291760"
"Equal -463622678088087368, 5453832015720469527"
"Equal -2892354071190325055, 136909801112644612"
"Haskell lower 7760341489560497187, -3341932665964224425"
"Equal -7103521757107625525, 2867249447600445281"
"Equal 7060037096635076145, 7407711742765510564"
"Equal 2237026018299044055, 3950496502928738891"
"Haskell lower -7603698554312172635, 5625061972298982846"
"Equal 7821642304924320234, 8799434197447186479"
"Haskell lower -8779398034061848023, -1611256690061837398"
"Haskell lower 5815489908641312582, -6368155808871136574"
"Equal 8996493396562606726, 4287264862063169294"
"Equal 1492023008988878672, -8579698988052526043"
"Equal -8250301475884136951, 6161775012829541196"
"Equal -3603920885883452148, 4473996595036762846"
"Haskell lower 6842181185088936588, -8196364613663679330"
"Equal 8938995159297084043, -735088743780938623"
"Equal -6014894324794592167, -3237499548572429031"
"Equal 4131610855052557677, 1391943065007120167"
"Equal 7094526820331461944, -5434087176015319521"
"Equal 8338739852237239314, -545370427905872699"
"Equal 9116260154645143670, -1212824747026809679"
"Equal -2785954870481217743, -7737517287967156319"
"Equal -1179212609848641296, 1441394039217764756"
"Equal -7498625984110781364, -3183661259675964328"
"Equal 1705672053589228549, -8538383883969817342"
"Equal -6850177324787596887, -2518884101472739460"
"Equal 1845252118553206486, 2465258401202005337"
"Equal 5823899111721437168, 5068471825306566916"
"Haskell lower 1884706392803931206, -6297861602939077726"
"Equal 202706739193762746, -636098498704992701"
"Haskell lower 1350854528629469058, 4026220140527126957"
"Equal 3560189027839226286, -4940464768886950987"
"Equal 2067105246083683399, -8408656614493316344"
"Equal 3769813879598722510, 4381181186659785064"
"Haskell lower 8800296504509951729, 7159593960566890373"
"Equal 911786738149095760, -1867675026283522135"
"Equal 5070735663080281135, -2122519045985458184"
"Equal 7206593395669659908, -1248161798201694817"
"Equal -3238409799237894594, -1138534057006965860"
"Equal -3913958270743805136, 8055306843754275265"
"Equal -2618760442311766293, -5777826408577849442"
"Equal -6765617358246736575, 4960138392167783019"
"Equal -3216592958590555741, 8236880636877617266"
"Equal -1684590700825643514, 6310520994899844851"
"Haskell lower 2214898125469594364, -5954422406611862917"
"Equal -2392336959477659317, 4446763434331070501"
"Equal -74924166785421282, -6655788673061477515"
"Haskell lower 4927223793505792798, -2306075276238224139"
"Equal -6853853105540049015, 2101874258877622906"
"Equal 1447133833284301525, 516725952728131501"
"Equal -5186928364003322382, -7133893315869156008"
"Haskell lower 4026038630827999711, 2603515464728137410"
"Equal -7537868941578449134, -8154415784013840492"
"Haskell lower 5520105470184309506, -8577851040178172160"
"Equal 172268458979063833, 4200579016185949353"
"Equal 4403208149137619843, 1598462625282648187"
"Equal -597781965779638934, 2070856578068582010"
"Equal -2625817173393018836, 4906012977242585921"
"Equal -5469048576839215142, -3461646742946315637"
"Equal -7819964622099689671, -6575761467246584229"
"Equal 4956004245600026490, -1774900623184039807"
"Equal 5888649460187900545, 8889150497818625191"
"Equal 4538553866583322157, -752489022193628392"
"Equal -28420832942647773, 7689980271030436224"
"Equal -7377810702372223936, -3411216886541292414"
"Equal -4907333854212856397, 2190329143178805918"
"Haskell lower 3446674747814700470, -417885414134311370"
"Equal -7901961546109282962, 2803751099983413642"
"Equal 372024786880102274, -6227330594100297710"
"Equal 1419313061200690727, -7362813188831790634"
"Haskell lower 6672574793240597543, -1286270260630710080"
"Equal -4125434471953040509, -329557032252414796"
"Equal -4474468900464697390, -9007289070870661286"
"Equal -893565542362309207, -2533485211151093892"
"Equal 3978431225521827930, -7588992534005299776"
"Haskell lower 6712576897983802819, -8923757952733223885"
"Equal 947540230605527096, 3419899720126127794"
"Equal -4030759940811086261, -8361883408679721135"
"Equal 1229110976394692866, -9180736339020723380"
"Equal -7644293563184789953, 1866731016707071813"
"Equal 7041725183060998761, -7930152186300243546"
"Equal 342139809323165905, -2887341403038400963"
"Equal -4178455014550224680, -4633997975057695280"
"Haskell lower -7922318058977297656, 6700211592536412705"
"Equal -3716219484893745600, 8497036014547990005"
"Equal 282255851954447140, 1609129488582807008"
"Equal -1064310120521100454, 8221468329029996238"
"Equal -9146308927892710800, 8874048446989162183"
"Equal 208461555895384144, 7793278894281013929"
"Equal -1767572120209804679, 533581116222660471"
"Equal -4723526258881598599, 471206520360315241"
"Equal -4789743799633217695, -58704667613690343"
"Equal -4634291431233004456, 5553266936711172058"
"Equal -1352718380764550356, -6741680932486687088"
"Haskell lower -7647640044747578481, 3946005527493984358"
"Equal 7448109607717533308, 4900504396471706891"
"Equal 8724749877102192158, 7484065485320744137"
"Equal 6029199727575453908, 3109524831555229528"
"Haskell lower 5301176022078869691, 8723751651449584757"
"Equal 7567971710556114066, -6206690445861624810"
"Haskell lower 3192145631893758676, 5248533429579849459"
"Equal 8099403383108929048, -8433691742452743439"
"Equal -6329517854202308876, -7198744817789800316"
"Equal -1654184665503456999, 6248466605872308151"
"Equal 6361923351653062380, -3603226665382691690"
"Equal 8589421432191138340, -325245185983315461"
"Equal 2919489434963770842, 1917488113672570779"
"Equal -7892196003009834964, -8946179234826629630"
"Equal 8882843185871016004, -4966217267311100955"
"Equal -1517719681430342631, 6500627398474416215"
"Equal 2946107310627483378, 8246384833732962767"
"Equal -3969771591100482888, -4571368532256981820"
"Equal -5117513979352954161, -8898679249969074278"
"Equal 6060015130363956602, 2184340315783131804"
"Equal -5021895255783538545, 7925218181702675603"
"Equal -1552285418122507212, -1212658812123393059"
"Equal 3207505725213514081, -3048523633568401365"
"Equal 8672821706156019710, 4830783011845685296"
"Equal -3814979331282803394, -1525894985000841983"
"Equal 3546790615466502414, 2607646822763724445"
"Equal 5601373086605546937, 4281026954682795663"
"Equal 6268485306576098811, -3859326084763731032"
"Equal 7362334316404377525, 8222517270930975344"
"Haskell lower 2482235596529145119, 3803493459750576393"
"Equal -2265605441455993550, 6737197832984945697"
"Haskell lower -5992947694664432659, 4793270249024463888"
"Equal -4990562612273647806, 4445081888484143445"
"Haskell lower 4427981612624231815, 8007095019777611918"
"Equal -1559927500540485458, -8938368788597146790"
"Equal 5004616548656491772, 273433555134485643"
"Haskell lower -2088602602673201024, -1157071037703080169"
"Equal 8625970890889854092, -7016844694175933713"
"Equal -1885484570078943511, -3047669078890248202"
"Haskell lower 1461745245057393220, -2769015611742075814"
"Equal 1696770109548050214, 5770566529473840256"
"Equal -4278720117330855208, -6327342465779503222"
"Equal -5683394400619780210, 2386767734486494157"
"Equal 3738148573011601120, 6123438669316156020"
"Haskell lower 7836944252332894340, 5678771690098192845"
"Equal 5443803143011918860, 9186098270835604539"
"Equal -2195906446067668441, -4632342203637794314"
"Equal -3066014223574901787, -2377559005174860502"
"Equal 6631061107122024675, 4248383964419589422"
"Equal -3519895651004732812, -8392021077178541726"
"Equal -5118761006381014529, 8491861270129560150"
"Equal 4683913047595153656, -8653848946974861538"
"Haskell lower -6552428429786988755, 8009914096040784688"
"Equal -549726403874507604, -4480348800376777666"
"Equal -2012481552778931908, 8091288802515028385"
"Equal 3759988743352752872, 3445228658680300717"
"Equal 2772318481229027878, -2037630402687836743"
"Equal 4609975737413878372, -7539180026686435004"
"Equal -4744849271928048966, -2091313643208182475"
"Equal 2192369345387409723, -2430004500040080788"
"Equal -4138925448853924846, -4693495923651142747"
"Equal 2190431544760944097, -4812268501020441678"
"Equal -7016481235165359412, -1697252402630965507"
"Equal 3162602152784299199, -6368170046439608442"
"Haskell lower 933808220625490283, 6028246954307803578"
"Equal 1617720690459746428, -5255037587589148145"
"Equal 8530214895578791364, 7204689993563214949"
"Equal 5409418625005929567, 1858868751321746935"
"Equal 7487645473159773740, -911385593523861070"
"Equal -4255728096163447222, -4227691831112172315"
"Equal 8282370447464547827, -7564541440141202804"
"Equal 4739434979150101982, -4996430387709027214"
"Equal -5665698925711779274, -6951047596411170355"
"Equal -1947675908035336789, 2578670609151451566"
"Equal -7926023756797602084, -753583273568766525"
"Equal 6438604662768267750, -7994014134991843980"
"Equal -7256741445670127416, -3935786301516746405"
"Haskell lower 2394477992946161353, 7507843262123513344"
"Haskell lower 7895327958890003060, -1397225779703329882"
"Haskell lower -5247960231050600112, -8582745757712192795"
"Equal -1566849158479018965, 6760579560121481273"
"Equal -6957553187095968657, 1498217427064508943"
"Haskell lower 8500618978298092658, -3278296900117256733"
"Equal 715136197781292300, 4145180276684190028"
"Haskell lower -5175769424579025224, -3028649419089328994"
"Haskell lower -4129297454646052884, 8776346501626952759"
"Equal -226798794529817969, 8674524761501185707"
"Equal -3339687971008215727, -8837014257450829199"
"Haskell lower -3565299983662811936, 4262944163516259152"
"Equal 8600702194067163691, -3613224950275727710"
"Equal -7113828755332895889, -6177321695166184894"
"Haskell lower 3922737146241001821, 1235875129484223884"
"Haskell lower 7426973728399962147, -5942431321819667563"
"Equal -8734352960366624502, 8553767886236234638"
"Equal -3180869334685599897, 5455295666611719072"
"Equal 7708725676522182385, 435301060081902547"
"Equal -5980577258038595622, -2605075902456714913"
"Equal -5597844918859499485, -2976106766937855661"
"Equal -6411379072553641641, 3640355189659213846"
"Haskell lower 8476068762016923150, 6214022215395650501"
"Haskell lower -5759460352443980001, 9057455566977026310"
"Equal -5923874415839924219, -2143716575500782933"
"Equal 7197541375840372839, -9151424585779016142"
"Equal 6817570430644913707, 663592156842359952"
"Equal 5977396495531849114, -8978180362126489473"
"Equal -7717094637165686244, 8171087449199133533"
"Equal -5050197095179019203, -2756095216373304946"
"Equal -8638745939233188992, 7471907562495071733"
"Equal -8292389876110581281, 463718236686720601"
"Haskell lower 4477643292209431095, 5047466759467189135"
"Equal 2850800091148889526, 3475103791658445467"
"Equal -1085067389801320165, -3662817980515915409"
"Haskell lower -1681046336093824176, 4548378435314741589"
"Haskell lower -6457821136762812010, 2772825548612695112"
"Equal -1837575890807025340, -2209312335089920801"
"Haskell lower 4014549717900513998, 7213390758822706010"
"Haskell lower -2658791413218952119, 4790513227221616973"
"Equal 838999241042899255, -1064228751926234982"
"Equal -7559187899953112727, 1194050714847968978"
"Equal -8288007851665107655, -7547056472547747119"
"Equal 1192395767428644539, 6702778123565231741"
"Equal 8376687623667776399, -3381118640815144850"
"Equal -3535304243647251701, -6790093872989847491"
"Haskell lower 5710098117456265392, -36784067667512339"
"Haskell lower -8729511067838045436, 4140213425270673028"
"Equal 7366443822565779924, 3004165518911022689"
"Equal -5922228035004573731, 7099370808088785042"
"Haskell lower -625968323459489071, -637227461602083589"
"Haskell lower 3336017463184461379, 6503577059343257789"
"Equal 6361317169085148770, 570804453271288876"
"Equal 1001403849434309249, 4462177954081203739"
"Haskell lower 3452657533021145831, -1496854579437527477"
"Haskell lower 8843627639297319080, 3722584892446640138"
"Equal -2894482088155504207, -4372289003326827889"
"Equal 8421381409379802816, 6620278165297710798"
"Equal 6335899962730517194, 799883904062200607"
"Equal 1897053751737964348, -4858308079065392922"
"Equal 8723495553102152866, 6631501828058831488"
"Equal -5896747772499882344, 9167425120723547794"
"Equal 8253857359578728993, -6037803334827719565"
"Haskell lower 3746007934598571554, 7964137089386749402"
"Equal 8267840189719376579, 2850995337095315753"
"Equal 1382763671697462899, -8401002997456332269"
"Equal -2190965800283128410, -8320239402561305708"
"Haskell lower -7806362548167898155, 5109301353037445115"
"Equal -3609421248900004775, -3821845762120000899"
"Equal 3727098876852166476, -3765587463599379014"
"Equal -7995206679361729720, -7828283005230347097"
"Equal 4694825110768428764, -3510560262918516465"
"Equal -2268263444092516022, 8110949947025580350"
"Equal 7217914251284239610, -6295349225084779559"
"Equal 2682151556214159898, -5500945711298723806"
"Haskell lower -4340656559894724744, 6341132477008650021"
"Haskell lower -2267142034956416605, 6813962454645503125"
"Equal 3835983131483624944, -5964115589541522962"
"Equal -4297264938512132754, 213987825804375088"
"Equal -15781618773233050, -1470325139349075319"
"Equal -8016771313863259842, 7082818678203959452"
"Equal -7342578539462898360, 2923129872379640647"
"Equal 7105398560252455064, -3253406638899778252"
"Equal -7137068514788752956, -7024677716290554062"
"Equal -8398758784003709827, -8378501616387068311"
"Equal 661890920824269360, -8233852900993647126"
"Equal -3020020386719072629, 3807936726860137147"
"Equal 4297422699005648355, 1466975423501178916"
"Haskell lower 593551875738571414, 1060991785857923581"
"Equal -8444119452835048160, -9185349218273230216"
"Equal -7672098027625573070, 8787990300990784419"
"Equal -4788683122013352602, 1296173737809544289"
"Equal 726462146328883731, -7085334295277335915"
"Equal -6474675861916009570, -3625591104397891896"
"Equal -1125979550279956911, -1826300936548363191"
"Haskell lower 3215860346709667063, 3673722676027281060"
"Haskell lower 5701774397142512667, 4899798274159753608"
"Haskell lower -6476840634702331145, 576964804888014576"
"Equal 3525079378075786721, 2048386897195037429"
"Equal 8996182578879630409, 1686205002429957884"
"Equal -6895220861194425214, -4976201211454740051"
"Equal -9082766923907635941, -1552132751523910281"
"Haskell lower -2301067121157593906, 3133150465810204325"
"Haskell lower -8988096469819446102, -1268427782830387970"
"Equal -2994840731519900190, 1723525735652748768"
"Equal -7969656656182469057, -5094368550241597111"
"Equal -5992707197119290535, -480855740462994449"
"Equal 8988990002355896999, 7104882119718809921"
"Equal -8838641615857472824, -1518045876187339268"
"Haskell lower 4214682346828669502, -6969631354127549118"
"Equal -8520100580075762714, 3475025632661524872"
"Equal 2000892473713878300, -874910106019913414"
"Equal 2945047812883468903, -2208030949302331771"
"Haskell lower 1607719594260532796, 4876895032104606986"
"Equal -1287894634313202115, -7861634945161029034"
"Equal -9069526580470347509, -8249567765429091020"
"Haskell lower -5767341846674632860, -2519828045232388830"
"Equal -5566150612256844879, 8791534013872908940"
"Equal 7267641533352180983, -6656764156614442133"
"Haskell lower -156531211230088962, -69212133363902434"
"Haskell lower -6288348003483709484, 234250573895697281"
"Equal -3250188339729642159, 231901795729829329"
"Equal 9109541252937929293, -4409338108698265629"
"Haskell lower 6330170005505608725, 7102911421079598631"
"Haskell lower -3474332758238180154, 6078728460232403481"
"Equal 3200192913367686313, -5957504198519985577"
"Equal 3195230042001202293, -3407839120918621712"
"Equal 4482612855053007779, -7962116871091176381"
"Equal -3866778972970746494, 7263296612709378405"
"Equal 6437431042465727133, 7803837539646845620"
"Equal -7286046426996905760, 8659080969467670325"
"Equal -8119211840665273321, -1300694899690571347"
"Equal 7754226479103649871, 1736144462854030532"
"Equal 5575501807987950705, -565762863361471058"
"Equal -2697171176283721319, 3948372805268512225"
"Equal -4327271179474107477, -1599951434246306252"
"Equal -7527523981078647751, -5742701599413827775"
"Equal -7794531065811018265, -3023493903201381105"
"Equal 8956189238533407623, 6328343801138697920"
"Equal -3547181039891165651, 6411627699411377638"
"Haskell lower -8865590838602117399, -4834204632879587578"
"Equal 7454134518634422339, -8503325380609899188"
"Equal -518025807511375270, 7755046182253998150"
"Haskell lower 2545438920748888582, 4094842577530180244"
"Equal 123431085428287999, -4980084549148534596"
"Haskell lower 6437094418618635210, 8513802613816805784"
"Equal -6691519183354856881, 1703912106565821145"
"Equal 2229853281545438846, -8360608389972573107"
"Equal -9121932662287801658, -8444216874227730997"
"Equal 3140817397419209187, 810655272766618787"
"Haskell lower 7585597480628957439, -2227533720094866430"
"Equal -7292594787100512425, 6686780604082175309"
"Equal 5791971195518017761, -1689672479436070718"
"Equal -3484447227165103842, 607728900948534618"
"Equal -6261660993414388343, -6471510198507633865"
"Haskell lower -3894322091889635, 7789254208514989226"
"Equal -6689957360010586027, -7798816878586382347"
"Equal 4285058543293343969, -6665414537630770210"
"Equal -7337474528681913058, 7969591942896976702"
"Equal -6746445719886917828, 672932206699668337"
"Equal 5264421086316559315, 968327975928705754"
"Equal -5586301970106654577, 1751156572674363593"
"Equal 1646894485087226657, 3281917454088405248"
"Equal -5655315193112978195, -8058514059956707033"
"Haskell lower -538022258109630361, 6831620890930407617"
"Equal -2141440828967901849, 2475406536401672166"
"Equal 2825217367330023852, -1583962873981068429"
"Equal 3945401444512455448, -1261546648583751009"
"Equal 4130377377849842506, -3006370876729898061"
"Equal -1331581647600641861, -9042324276562526670"
"Equal 6339569616744015049, 2084617932288592216"
"Equal -8700794084108206545, -5080002792155325611"
"Equal 9204254813630852235, -7928877777448605425"
"Haskell lower 7778406501240139370, -8112103956414595680"
"Equal -7064136446556153066, -7198669912187465551"
"Equal 1854314956932045776, -7668623355859106712"
"Equal -8291944900851419803, -7458136336313257110"
"Equal 5446666605245950287, -702100105813657291"
"Equal 3696134841906153931, 7880827982353374486"
"Equal -8529534206244059921, -3802196760427848715"
"Equal -163573120523324711, 234410184338736731"
"Equal 7722841031811576486, 7425587813278800347"
"Haskell lower 3942833826188590781, 3378632782863152566"
"Equal 8464146863543372149, 2473827057177807743"
"Equal -8777356734327432640, 3529648337886006453"
"Equal 8812178706092352521, -5268046615320399836"
"Equal -2355078661406462298, -1668656748775633177"
"Equal 6360098177864368126, -6068910208023370150"
"Equal -5413843285971017487, -8597425905634400769"
"Equal 406734658213029372, -5066579667191307687"
"Haskell lower -4440501815914347616, 6265051520947971902"
"Equal 4646038266142154910, 3322066076848658934"
"Equal 8986168247462383184, 1534747323574858494"
"Equal -2808614756857994494, 5636508613416889956"
"Equal -444325078527843009, 7500354485037419036"
"Equal -159050123563287467, -1123845839987803391"
"Equal 4050084105588009887, 4495793333718575448"
"Equal -7323831726954327434, 7857441475317370591"
"Equal -7832673585778926503, -5486030150788742077"
"Equal 2708043963641697031, -6967487002504653836"
"Haskell lower 7950914937305370778, 5157411990748582469"
"Equal -3227596280629227267, 8390549726357873175"
"Equal 6571822258842551382, -2707195904723536667"
"Haskell lower -4020133812602356464, 1194050666499199212"
"Equal 9053453882066783578, 1747765923000731741"
"Equal -7775584838146812659, 8905918744821484953"
"Haskell lower -3785063645637551315, 2614006978539451057"
"Equal -8983750618554050579, 8936054544700302818"
"Equal -553842245255969208, 8375069727866393845"
"Haskell lower -4612419145658539304, -1641529098240399343"
"Equal 317020320747429970, 9182834692436308620"
"Equal -7645817620121452042, 6221868654263378468"
"Equal 3804764708484062430, -767725562289747883"
"Equal 3657388994880740604, -4636562732275105506"
"Equal 5187173798594478393, 6845279449600948900"
"Equal 6170393485663107306, 3532943797654610017"
"Equal 3962450145581987751, -9183534870675939696"
"Equal 2983385635121663638, -4502782388580049737"
"Equal 549835210374850060, -1249482984019531143"
"Equal 4161289999753831025, 8713561633467099255"
"Equal 6420526190948196138, 3725611547191168585"
"Equal 8497014091726545787, -8760241069862865976"
"Equal 7236178330573946246, -2660891149675396963"
"Equal -491020121256373158, 3395259440820163074"
"Equal -6039313723626608189, 3828381961818943395"
"Equal 553164203731487096, 5334155544188711070"
"Equal 4118092884574211239, 7904298805653820362"
"Equal -2038001426762992333, -4715115621110716400"
"Equal 655285072223839068, -7195085336668128875"
"Equal -486033486803287178, -5218913256681376071"
"Equal -9030017426849549486, 348316382906048016"
"Haskell lower 4078751336455072889, 6898854469210254816"
"Haskell lower -8902783437642617743, -2132618297884946403"
"Equal 6595566403210226719, 7519783289495268752"
"Equal -7620709544359444847, 2357876161719237946"
"Haskell lower -3715539678718115058, 6852439228777445055"
"Equal -6312391102739566838, -6819891514115622775"
"Equal -4414391777303772920, -3308697973079924850"
"Equal -6769738027780259307, 4736959107801583367"
"Equal -8458496523187925141, -7545209642850779882"
"Equal 8553551137957950024, -4651663615046551847"
"Equal 6945980946602661118, -7479290485130077231"
"Haskell lower 5097151322287943849, -8404060560539007642"
"Haskell lower 5193886318144962821, 5232333330859581970"
"Equal -4398040814819980798, -904946725929393772"
"Haskell lower 7270687103713950610, -7403350293496190344"
"Equal 6187994667186996727, -5901904864951066330"
"Equal 769065998948101873, 2345865512911064300"
"Equal 2600321926834279242, -2342688544871555054"
"Equal -47132705911841863, -7104350831015213758"
"Equal -8137878036653781039, 6914763180857251950"
"Haskell lower -8779675323504206447, 4886317327877202273"
"Haskell lower 3644167017430592219, -5217056970738157610"
